id,payment_ref,payment_date,amount,currency,expected_currency,from_account_id,from_counterparty_id,from_counterparty_type,to_fund_id,to_account_id,payment_purpose,funding_source,matching_capital_call_id,matching_allocated_amount,status,anomaly_metadata
pay_0147,TX-544201,2026-07-11,25346957,USD,USD,bac_0070,per_0070,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0038,24526030,SETTLED,
pay_0148,TX-194425,2026-07-19,5000481,USD,USD,bac_0057,per_0057,PERSON,fnd_0005,,Capital call funding,OWN_FUNDS,cca_0029,4944832,SETTLED,
pay_0149,TX-463417,2026-07-11,307670,USD,USD,bac_0151,cmp_0031,COMPANY,fnd_0008,,Subsequent subscription,THIRD_PARTY,cca_0043,296873,SETTLED,
pay_0150,TX-694397,2026-06-18,544233,JPY,USD,bac_0142,UNKNOWN,UNKNOWN,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0035,520880,SETTLED,"{""class"": ""UNKNOWN_SOURCE"", ""detail"": ""no matching counterparty""}"
pay_0151,TX-540414,2026-06-18,1045001,USD,USD,bac_0102,per_0102,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0035,1084137,SETTLED,
pay_0152,TX-850258,2026-06-30,10098903,GBP,USD,bac_0110,UNKNOWN,UNKNOWN,fnd_0005,,Capital call funding,OWN_FUNDS,cca_0029,10160948,SETTLED,"{""class"": ""UNKNOWN_SOURCE"", ""detail"": ""no matching counterparty""}"
pay_0153,TX-927363,2026-05-17,11043180,USD,USD,bac_0084,per_0084,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0039,11059608,SETTLED,
pay_0154,TX-756833,2026-07-29,1717907,USD,USD,bac_0132,cmp_0012,COMPANY,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0032,1676492,SETTLED,
pay_0155,TX-926599,2026-06-03,7547612,USD,USD,bac_0179,cmp_0059,COMPANY,fnd_0005,,Subsequent subscription,OWN_FUNDS,cca_0027,7406299,SETTLED,
pay_0156,TX-451117,2026-04-10,2119689,USD,USD,bac_0179,cmp_0059,COMPANY,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0042,2087650,SETTLED,
pay_0157,TX-752177,2026-07-28,33582567,USD,USD,bac_0173,cmp_0053,COMPANY,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0041,32007880,SETTLED,
pay_0158,TX-983768,2026-04-17,4285638,USD,USD,bac_0042,per_0042,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0039,4446834,SETTLED,
pay_0159,TX-605563,2026-06-09,2190334,USD,USD,bac_0108,per_0108,PERSON,fnd_0005,,Capital call funding,OWN_FUNDS,cca_0029,2258256,SETTLED,
pay_0160,TX-169637,2026-07-24,1715227,USD,USD,bac_0137,cmp_0017,COMPANY,fnd_0006,,Capital call funding,THIRD_PARTY,cca_0032,1676492,SETTLED,
pay_0161,TX-333452,2026-08-07,402890,USD,USD,bac_0027,per_0027,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0034,390132,SETTLED,
pay_0162,TX-314410,2026-04-25,13202380,USD,USD,bac_0035,per_0035,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0036,13392554,SETTLED,
pay_0163,TX-274539,2026-07-26,70006,AED,USD,bac_0089,per_0089,PERSON,fnd_0005,,Distribution,UNKNOWN,cca_0029,70070,SETTLED,"{""class"": ""UNEXPECTED_CURRENCY"", ""detail"": ""AED received, USD expected""}"
pay_0164,TX-843266,2026-04-28,73549,USD,USD,bac_0060,per_0060,PERSON,fnd_0005,,Capital call funding,THIRD_PARTY,cca_0029,70070,SETTLED,
pay_0165,TX-223352,2026-06-26,183902,USD,USD,bac_0157,cmp_0037,COMPANY,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0043,179275,SETTLED,
pay_0166,TX-913965,2026-05-21,9286011,USD,USD,bac_0076,per_0076,PERSON,fnd_0005,,Distribution,OWN_FUNDS,cca_0029,9194463,SETTLED,
pay_0167,TX-389639,2026-04-21,13177757,USD,USD,bac_0043,per_0043,PERSON,fnd_0007,,Distribution,OWN_FUNDS,cca_0041,12572016,SETTLED,
pay_0168,TX-485247,2026-07-12,24942543,USD,USD,bac_0017,per_0017,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0038,24526030,SETTLED,
pay_0169,TX-381596,2026-04-15,990803,USD,USD,bac_0158,cmp_0038,COMPANY,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0042,950863,SETTLED,
pay_0170,TX-706531,2026-04-15,217151,USD,USD,bac_0058,UNKNOWN,UNKNOWN,fnd_0006,,Distribution,OWN_FUNDS,cca_0033,222222,SETTLED,"{""class"": ""UNKNOWN_SOURCE"", ""detail"": ""no matching counterparty""}"
pay_0171,TX-340446,2026-05-16,28127739,USD,USD,bac_0157,cmp_0037,COMPANY,fnd_0007,,Capital call funding,UNKNOWN,cca_0040,26841266,SETTLED,
pay_0172,TX-894704,2026-07-25,29742078,USD,USD,bac_0039,per_0039,PERSON,fnd_0006,,Subsequent subscription,OWN_FUNDS,cca_0031,30629722,SETTLED,
pay_0173,TX-937324,2026-04-23,793270,AED,USD,bac_0120,per_0120,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0037,495794,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0174,TX-553148,2026-06-11,523575,USD,USD,bac_0084,per_0084,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0032,504721,SETTLED,
pay_0175,TX-538363,2026-08-03,1692335,AED,USD,bac_0148,per_0040,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0034,1700793,SETTLED,"{""class"": ""THIRD_PARTY"", ""detail"": ""payer differs from LP legal entity""}"
pay_0176,TX-932566,2026-06-01,32971033,USD,USD,bac_0051,per_0051,PERSON,fnd_0006,,Subsequent subscription,OWN_FUNDS,cca_0032,31892841,SETTLED,
pay_0177,TX-937133,2026-07-27,14876776,USD,USD,bac_0077,per_0077,PERSON,fnd_0006,,Distribution,OWN_FUNDS,cca_0031,14531400,SETTLED,
pay_0178,TX-855973,2026-05-04,571448,USD,USD,bac_0025,per_0025,PERSON,fnd_0006,,Capital call funding,THIRD_PARTY,cca_0035,551448,SETTLED,
pay_0179,TX-483270,2026-08-07,33603058,USD,USD,bac_0146,cmp_0026,COMPANY,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0039,33894435,SETTLED,
pay_0180,TX-803485,2026-07-24,340931,USD,USD,bac_0050,per_0050,PERSON,fnd_0006,,Subsequent subscription,OWN_FUNDS,cca_0033,341032,SETTLED,
pay_0181,TX-945799,2026-06-25,10510917,USD,USD,bac_0068,per_0068,PERSON,fnd_0007,,Subsequent subscription,THIRD_PARTY,cca_0039,11059608,SETTLED,
pay_0182,TX-233452,2026-07-08,16649143,USD,USD,bac_0001,per_0001,PERSON,fnd_0006,,Distribution,OWN_FUNDS,cca_0034,16637753,SETTLED,
pay_0183,TX-832059,2026-04-09,1044995,USD,USD,bac_0048,per_0048,PERSON,fnd_0008,,Subsequent subscription,OWN_FUNDS,cca_0042,1000923,SETTLED,
pay_0184,TX-866151,2026-06-26,24274420,USD,USD,bac_0002,per_0002,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0040,15171513,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0185,TX-249096,2026-05-28,300633,USD,USD,bac_0048,per_0048,PERSON,fnd_0006,,Distribution,OWN_FUNDS,cca_0032,293487,SETTLED,
pay_0186,TX-963214,2026-07-26,13449481,USD,USD,bac_0156,cmp_0036,COMPANY,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0040,13186618,SETTLED,
pay_0187,TX-526223,2026-04-18,445161,USD,USD,bac_0155,cmp_0035,COMPANY,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0039,453697,SETTLED,
pay_0188,TX-442583,2026-04-26,746028,USD,USD,bac_0107,per_0107,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0040,719672,SETTLED,
pay_0189,TX-676028,2026-06-13,12530317,USD,USD,bac_0025,per_0025,PERSON,fnd_0007,,Distribution,OWN_FUNDS,cca_0037,12242579,SETTLED,
pay_0190,TX-963293,2026-06-10,703858,USD,USD,bac_0155,cmp_0035,COMPANY,fnd_0007,,Distribution,OWN_FUNDS,cca_0040,719672,SETTLED,
pay_0191,TX-288868,2026-04-19,3975802,USD,USD,bac_0050,per_0050,PERSON,fnd_0008,,Distribution,OWN_FUNDS,cca_0044,3917741,SETTLED,
pay_0192,TX-418685,2026-08-05,15361344,USD,USD,bac_0158,cmp_0038,COMPANY,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0038,15804058,SETTLED,
pay_0193,TX-404742,2026-04-13,26529081,USD,USD,bac_0049,per_0049,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0037,25598669,SETTLED,
pay_0194,TX-754847,2026-05-07,290741,USD,USD,bac_0125,cmp_0005,COMPANY,fnd_0008,,Subsequent subscription,OWN_FUNDS,cca_0043,296873,SETTLED,
pay_0195,TX-939176,2026-05-08,2369561,USD,USD,bac_0153,cmp_0033,COMPANY,fnd_0008,,Subsequent subscription,OWN_FUNDS,cca_0042,2385855,SETTLED,
pay_0196,TX-103746,2026-07-27,2713384,USD,USD,bac_0067,per_0067,PERSON,fnd_0006,,Subsequent subscription,OWN_FUNDS,cca_0032,2668942,SETTLED,
pay_0197,TX-286946,2026-05-15,3486396,AED,USD,bac_0025,per_0025,PERSON,fnd_0007,,Distribution,OWN_FUNDS,cca_0041,3321117,SETTLED,"{""class"": ""UNEXPECTED_CURRENCY"", ""detail"": ""AED received, USD expected""}"
pay_0198,TX-351137,2026-07-16,2162078,USD,USD,bac_0014,per_0014,PERSON,fnd_0006,,Subsequent subscription,OWN_FUNDS,cca_0031,2174317,SETTLED,
pay_0199,TX-103895,2026-06-12,10002307,USD,USD,bac_0015,per_0015,PERSON,fnd_0006,,Subsequent subscription,THIRD_PARTY,cca_0035,10119058,SETTLED,
pay_0200,TX-122737,2026-04-15,258759,USD,USD,bac_0036,per_0036,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0036,259688,SETTLED,
pay_0201,TX-105040,2026-05-20,973031,USD,USD,bac_0003,per_0003,PERSON,fnd_0006,,Distribution,UNKNOWN,cca_0033,986239,SETTLED,
pay_0202,TX-512066,2026-06-01,472176,USD,USD,bac_0065,per_0065,PERSON,fnd_0006,,Subsequent subscription,OWN_FUNDS,cca_0033,461560,SETTLED,
pay_0203,TX-974728,2026-07-05,139697,USD,USD,bac_0120,per_0120,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0038,140181,SETTLED,
pay_0204,TX-269876,2026-05-17,364352,USD,USD,bac_0119,per_0119,PERSON,fnd_0007,,Distribution,OWN_FUNDS,cca_0040,378294,SETTLED,
pay_0205,TX-616250,2026-05-14,265054,USD,USD,bac_0037,per_0037,PERSON,fnd_0005,,Capital call funding,THIRD_PARTY,cca_0027,165659,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0206,TX-674000,2026-08-02,8213751,EUR,USD,bac_0131,cmp_0060,COMPANY,fnd_0007,,Capital call funding,UNKNOWN,cca_0038,8519972,SETTLED,"{""class"": ""THIRD_PARTY"", ""detail"": ""payer differs from LP legal entity""}"
pay_0207,TX-135825,2026-05-21,14624486,AED,USD,bac_0060,per_0021,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0036,14255781,SETTLED,"{""class"": ""THIRD_PARTY"", ""detail"": ""payer differs from LP legal entity""}"
pay_0208,TX-899409,2026-04-24,1336236,USD,USD,bac_0154,cmp_0034,COMPANY,fnd_0006,,Subsequent subscription,OWN_FUNDS,cca_0034,1350123,SETTLED,
pay_0209,TX-538913,2026-05-02,32565407,EUR,USD,bac_0067,UNKNOWN,UNKNOWN,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0039,33894435,SETTLED,"{""class"": ""UNKNOWN_SOURCE"", ""detail"": ""no matching counterparty""}"
pay_0210,TX-687343,2026-06-08,15241001,USD,USD,bac_0121,cmp_0001,COMPANY,fnd_0006,,Distribution,OWN_FUNDS,cca_0033,15155526,SETTLED,
pay_0211,TX-561129,2026-05-31,262711,USD,USD,bac_0144,cmp_0024,COMPANY,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0037,273239,SETTLED,
pay_0212,TX-536978,2026-06-06,6961983,USD,USD,bac_0100,per_0100,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0039,6809948,SETTLED,
pay_0213,TX-306571,2026-06-28,3666383,USD,USD,bac_0170,cmp_0050,COMPANY,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0044,3693401,SETTLED,
pay_0214,TX-201441,2026-06-16,20128817,USD,USD,bac_0078,per_0078,PERSON,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0044,19321985,SETTLED,
pay_0215,TX-635313,2026-06-28,3833286,JPY,USD,bac_0113,per_0113,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0034,2395804,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0216,TX-820073,2026-07-03,1768328,USD,USD,bac_0178,cmp_0058,COMPANY,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0034,1736733,SETTLED,
pay_0217,TX-286588,2026-06-17,13272262,AED,USD,bac_0037,UNKNOWN,UNKNOWN,fnd_0007,,Distribution,OWN_FUNDS,cca_0040,13186618,SETTLED,"{""class"": ""UNKNOWN_SOURCE"", ""detail"": ""no matching counterparty""}"
pay_0218,TX-733041,2026-04-14,144045,USD,USD,bac_0100,per_0100,PERSON,fnd_0008,,Subsequent subscription,OWN_FUNDS,cca_0042,138059,SETTLED,
pay_0219,TX-592769,2026-05-18,528288,USD,USD,bac_0168,cmp_0048,COMPANY,fnd_0006,,Distribution,OWN_FUNDS,cca_0035,520880,SETTLED,
pay_0220,TX-259322,2026-05-20,520376,INR,USD,bac_0080,UNKNOWN,UNKNOWN,fnd_0006,,Capital call funding,THIRD_PARTY,cca_0032,504721,SETTLED,"{""class"": ""UNKNOWN_SOURCE"", ""detail"": ""no matching counterparty""}"
pay_0221,TX-641294,2026-07-30,3745840,USD,USD,bac_0030,per_0030,PERSON,fnd_0008,,Capital call funding,UNKNOWN,cca_0044,3917741,SETTLED,
pay_0222,TX-782244,2026-07-11,8941773,USD,USD,bac_0063,per_0063,PERSON,fnd_0005,,Capital call funding,OWN_FUNDS,cca_0029,9194463,SETTLED,
pay_0223,TX-530032,2026-06-27,440450,AED,USD,bac_0109,per_0109,PERSON,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0043,429864,SETTLED,"{""class"": ""UNEXPECTED_CURRENCY"", ""detail"": ""AED received, USD expected""}"
pay_0224,TX-431463,2026-05-27,571540,USD,USD,bac_0050,per_0050,PERSON,fnd_0006,,Distribution,OWN_FUNDS,cca_0034,559134,SETTLED,
pay_0225,TX-346981,2026-07-30,21944766,USD,USD,bac_0113,per_0113,PERSON,fnd_0005,,Capital call funding,OWN_FUNDS,cca_0027,23023651,SETTLED,
pay_0226,TX-179576,2026-05-25,5018992,USD,USD,bac_0065,per_0065,PERSON,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0042,5025715,SETTLED,
pay_0227,TX-845262,2026-07-23,291083,USD,USD,bac_0073,per_0073,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0032,293487,SETTLED,
pay_0228,TX-398549,2026-07-29,79464,USD,USD,bac_0168,cmp_0048,COMPANY,fnd_0007,,Distribution,THIRD_PARTY,cca_0037,82011,SETTLED,
pay_0229,TX-677069,2026-07-11,736749,USD,USD,bac_0160,cmp_0040,COMPANY,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0040,719672,SETTLED,
pay_0230,TX-753509,2026-05-08,2168244,USD,USD,bac_0072,per_0072,PERSON,fnd_0006,,Subsequent subscription,OWN_FUNDS,cca_0035,2150628,SETTLED,
pay_0231,TX-896638,2026-06-03,2211757,USD,USD,bac_0160,cmp_0040,COMPANY,fnd_0006,,Capital call funding,THIRD_PARTY,cca_0035,2150628,SETTLED,
pay_0232,TX-235705,2026-04-16,22567405,USD,USD,bac_0044,per_0044,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0036,21898411,SETTLED,
pay_0233,TX-215555,2026-04-27,26927032,AED,USD,bac_0114,per_0114,PERSON,fnd_0008,,Distribution,OWN_FUNDS,cca_0044,26777696,SETTLED,"{""class"": ""UNEXPECTED_CURRENCY"", ""detail"": ""AED received, USD expected""}"
pay_0234,TX-286219,2026-07-25,8419390,USD,USD,bac_0105,per_0105,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0038,8519972,SETTLED,
pay_0235,TX-962067,2026-06-12,1390574,USD,USD,bac_0076,per_0076,PERSON,fnd_0006,,Distribution,THIRD_PARTY,cca_0034,1350123,SETTLED,
pay_0236,TX-379514,2026-05-02,2681745,USD,USD,bac_0029,per_0029,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0032,2668942,SETTLED,
pay_0237,TX-552520,2026-05-09,432021,USD,USD,bac_0018,per_0018,PERSON,fnd_0008,,Distribution,OWN_FUNDS,cca_0044,412840,SETTLED,
pay_0238,TX-217785,2026-05-19,646840,USD,USD,bac_0054,per_0054,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0039,618818,SETTLED,
pay_0239,TX-645880,2026-05-19,6329568,USD,USD,bac_0080,per_0080,PERSON,fnd_0005,,Distribution,OWN_FUNDS,cca_0029,6575654,SETTLED,
pay_0240,TX-626660,2026-07-22,7750722,USD,USD,bac_0059,per_0059,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0041,7967632,SETTLED,
pay_0241,TX-697437,2026-07-26,4869109,AED,USD,bac_0086,per_0086,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0040,4831573,SETTLED,"{""class"": ""UNEXPECTED_CURRENCY"", ""detail"": ""AED received, USD expected""}"
pay_0242,TX-669761,2026-05-28,1694595,USD,USD,bac_0083,UNKNOWN,UNKNOWN,fnd_0005,,Capital call funding,OWN_FUNDS,cca_0029,1735167,SETTLED,"{""class"": ""UNKNOWN_SOURCE"", ""detail"": ""no matching counterparty""}"
pay_0243,TX-567291,2026-05-27,27140800,USD,USD,bac_0082,per_0082,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0040,26841266,SETTLED,
pay_0244,TX-136081,2026-07-27,7340835,USD,USD,bac_0111,per_0111,PERSON,fnd_0005,,Subsequent subscription,OWN_FUNDS,cca_0027,7406299,SETTLED,
pay_0245,TX-179550,2026-05-08,12684368,USD,USD,bac_0030,per_0030,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0040,13186618,SETTLED,
pay_0246,TX-410445,2026-06-27,387152,USD,USD,bac_0039,UNKNOWN,UNKNOWN,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0040,378294,SETTLED,"{""class"": ""UNKNOWN_SOURCE"", ""detail"": ""no matching counterparty""}"
pay_0247,TX-400156,2026-06-03,10451066,USD,USD,bac_0040,per_0040,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0035,10119058,SETTLED,
pay_0248,TX-405957,2026-04-26,8309300,USD,USD,bac_0004,per_0004,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0038,8519972,SETTLED,
pay_0249,TX-746784,2026-06-11,1207417,USD,USD,bac_0066,per_0066,PERSON,fnd_0008,,Subsequent subscription,OWN_FUNDS,cca_0044,1224003,SETTLED,
pay_0250,TX-973739,2026-07-11,14691181,USD,USD,bac_0153,cmp_0033,COMPANY,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0036,14255781,SETTLED,
pay_0251,TX-942303,2026-07-08,1082006,SGD,USD,bac_0132,UNKNOWN,UNKNOWN,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0044,1062186,SETTLED,"{""class"": ""UNKNOWN_SOURCE"", ""detail"": ""no matching counterparty""}"
pay_0252,TX-725995,2026-04-17,5843314,USD,USD,bac_0024,per_0024,PERSON,fnd_0008,,Distribution,OWN_FUNDS,cca_0043,5844642,SETTLED,
pay_0253,TX-161158,2026-04-22,6394878,USD,USD,bac_0099,per_0099,PERSON,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0044,6493069,SETTLED,
pay_0254,TX-243227,2026-07-30,114463,USD,USD,bac_0078,per_0078,PERSON,fnd_0008,,Subsequent subscription,OWN_FUNDS,cca_0044,109475,SETTLED,
pay_0255,TX-978166,2026-04-26,1085937,USD,USD,bac_0159,cmp_0039,COMPANY,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0041,1104614,SETTLED,
pay_0256,TX-170734,2026-06-30,12609848,USD,USD,bac_0102,per_0102,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0039,13108681,SETTLED,
pay_0257,TX-834801,2026-04-12,249407,AED,USD,bac_0094,per_0094,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0036,259688,SETTLED,"{""class"": ""UNEXPECTED_CURRENCY"", ""detail"": ""AED received, USD expected""}"
pay_0258,TX-373170,2026-06-21,261168,USD,USD,bac_0172,cmp_0052,COMPANY,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0036,259688,SETTLED,
pay_0259,TX-500751,2026-06-22,8391976,USD,USD,bac_0047,per_0047,PERSON,fnd_0005,,Capital call funding,THIRD_PARTY,cca_0028,8522222,SETTLED,
pay_0260,TX-441418,2026-06-19,894614,USD,USD,bac_0073,per_0073,PERSON,fnd_0006,,Subsequent subscription,UNKNOWN,cca_0034,559134,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0261,TX-859548,2026-05-20,528274,USD,USD,bac_0112,per_0112,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0032,504721,SETTLED,
pay_0262,TX-687332,2026-05-08,105983,USD,USD,bac_0050,per_0050,PERSON,fnd_0008,,Subsequent subscription,THIRD_PARTY,cca_0042,105581,SETTLED,
pay_0263,TX-706065,2026-04-10,15475473,USD,USD,bac_0021,per_0021,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0033,15155526,SETTLED,
pay_0264,TX-589898,2026-05-18,2218038,AED,USD,bac_0102,per_0102,PERSON,fnd_0007,,Distribution,OWN_FUNDS,cca_0036,1386274,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0265,TX-130591,2026-06-12,367735,USD,USD,bac_0157,cmp_0037,COMPANY,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0040,378294,SETTLED,
pay_0266,TX-669787,2026-05-22,290845,USD,USD,bac_0038,per_0038,PERSON,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0044,284915,SETTLED,
pay_0267,TX-799752,2026-07-24,18515120,USD,USD,bac_0043,per_0043,PERSON,fnd_0008,,Distribution,OWN_FUNDS,cca_0044,19321985,SETTLED,
pay_0268,TX-540757,2026-07-29,5470208,AED,USD,bac_0114,per_0114,PERSON,fnd_0005,,Capital call funding,OWN_FUNDS,cca_0030,5314195,SETTLED,"{""class"": ""UNEXPECTED_CURRENCY"", ""detail"": ""AED received, USD expected""}"
pay_0269,TX-989561,2026-04-25,1071309,USD,USD,bac_0140,cmp_0020,COMPANY,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0044,1062186,SETTLED,
pay_0270,TX-185671,2026-06-19,12488166,USD,USD,bac_0039,per_0039,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0041,12566346,SETTLED,
pay_0271,TX-489029,2026-07-22,1350417,USD,USD,bac_0122,cmp_0002,COMPANY,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0031,1397186,SETTLED,
pay_0272,TX-238586,2026-07-22,416271,USD,USD,bac_0050,per_0050,PERSON,fnd_0005,,Capital call funding,OWN_FUNDS,cca_0029,421439,SETTLED,
pay_0273,TX-674645,2026-06-09,15285449,USD,USD,bac_0086,per_0086,PERSON,fnd_0007,,Distribution,OWN_FUNDS,cca_0039,14950185,SETTLED,
pay_0274,TX-492800,2026-05-24,26299641,USD,USD,bac_0136,cmp_0016,COMPANY,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0037,25598669,SETTLED,
pay_0275,TX-378820,2026-05-17,13631955,USD,USD,bac_0024,per_0024,PERSON,fnd_0007,,Subsequent subscription,OWN_FUNDS,cca_0038,8519972,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0276,TX-937873,2026-06-07,4883013,USD,USD,bac_0068,per_0068,PERSON,fnd_0006,,Capital call funding,OWN_FUNDS,cca_0034,4665154,SETTLED,
pay_0277,TX-510071,2026-04-23,2404602,USD,USD,bac_0091,per_0091,PERSON,fnd_0008,,Capital call funding,OWN_FUNDS,cca_0042,2385855,SETTLED,
pay_0278,TX-122990,2026-06-04,16271504,USD,USD,bac_0029,per_0029,PERSON,fnd_0007,,Distribution,OWN_FUNDS,cca_0041,15679588,SETTLED,
pay_0279,TX-910921,2026-04-26,14567068,USD,USD,bac_0054,per_0054,PERSON,fnd_0007,,Distribution,OWN_FUNDS,cca_0037,15064137,SETTLED,
pay_0280,TX-147576,2026-04-10,10163179,SGD,USD,bac_0080,cmp_0016,COMPANY,fnd_0007,,Capital call funding,THIRD_PARTY,cca_0037,10454389,SETTLED,"{""class"": ""THIRD_PARTY"", ""detail"": ""payer differs from LP legal entity""}"
pay_0281,TX-185088,2026-07-16,437182,JPY,USD,bac_0044,per_0044,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0037,273239,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0282,TX-994473,2026-07-10,453248,USD,USD,bac_0023,per_0023,PERSON,fnd_0006,,Distribution,OWN_FUNDS,cca_0031,475893,SETTLED,
pay_0283,TX-999644,2026-06-10,2840102,AED,USD,bac_0060,per_0060,PERSON,fnd_0007,,Capital call funding,OWN_FUNDS,cca_0039,1775064,SETTLED,"{""class"": ""OVERPAYMENT"", ""detail"": ""amount exceeds allocated amount""}"
pay_0284,TX-151530,2026-07-13,1833789,USD,USD,bac_0117,per_0117,PERSON,fnd_0007,,Distribution,OWN_FUNDS,cca_0039,1775064,SETTLED,
pay_0285,TX-633568,2026-06-10,6457660,USD,USD,bac_0095,per_0095,PERSON,fnd_0005,,Subsequent subscription,OWN_FUNDS,cca_0029,6575654,SETTLED,
pay_0286,TX-658228,2026-05-05,31083153,GBP,USD,bac_0004,UNKNOWN,UNKNOWN,fnd_0006,,Capital call funding,THIRD_PARTY,cca_0032,31892841,SETTLED,"{""class"": ""UNKNOWN_SOURCE"", ""detail"": ""no matching counterparty""}"
pay_0287,TX-164951,2026-06-03,2043729,USD,USD,bac_0043,per_0043,PERSON,fnd_0005,,Capital call funding,OWN_FUNDS,cca_0027,2013117,SETTLED,
pay_0288,TX-960717,2026-06-13,1702433,USD,USD,bac_0091,per_0091,PERSON,fnd_0006,,Distribution,OWN_FUNDS,cca_0032,1676492,SETTLED,
pay_0289,TX-464388,2026-04-09,18490061,USD,USD,bac_0030,per_0030,PERSON,fnd_0008,,Distribution,OWN_FUNDS,cca_0044,19321985,SETTLED,
pay_0290,TX-732123,2026-07-10,5181425,USD,USD,bac_0147,cmp_0027,COMPANY,fnd_0005,,Subsequent subscription,OWN_FUNDS,cca_0029,4944832,SETTLED,
