id,capital_call_id,commitment_id,investor_id,allocated_amount,currency,status
calo_0396,cca_0039,ccm_0145,per_0058,1775064,USD,LATE
calo_0397,cca_0040,ccm_0001,per_0047,13186618,USD,PAID
calo_0398,cca_0040,ccm_0015,per_0005,8945211,USD,PAID
calo_0399,cca_0040,ccm_0017,per_0006,378294,USD,DUE
calo_0400,cca_0040,ccm_0035,per_0028,26841266,USD,DUE
calo_0401,cca_0040,ccm_0073,per_0008,4831573,USD,PAID
calo_0402,cca_0040,ccm_0076,per_0022,3316386,USD,PAID
calo_0403,cca_0040,ccm_0079,cmp_0023,18873785,USD,PAID
calo_0404,cca_0040,ccm_0096,per_0085,596576,USD,DUE
calo_0405,cca_0040,ccm_0109,cmp_0016,15171513,USD,DUE
calo_0406,cca_0040,ccm_0118,per_0026,11076790,USD,PAID
calo_0407,cca_0040,ccm_0121,cmp_0012,9048953,USD,PAID
calo_0408,cca_0040,ccm_0130,per_0081,386662,USD,DUE
calo_0409,cca_0040,ccm_0145,per_0058,719672,USD,PAID
calo_0410,cca_0041,ccm_0017,per_0006,1104614,USD,PAID
calo_0411,cca_0041,ccm_0035,per_0028,7967632,USD,DUE
calo_0412,cca_0041,ccm_0073,per_0008,15679588,USD,LATE
calo_0413,cca_0041,ccm_0079,cmp_0023,32007880,USD,PAID
calo_0414,cca_0041,ccm_0087,per_0084,3321117,USD,LATE
calo_0415,cca_0041,ccm_0103,per_0030,12566346,USD,PAID
calo_0416,cca_0041,ccm_0109,cmp_0016,12572016,USD,LATE
calo_0417,cca_0041,ccm_0118,per_0026,17591117,USD,DUE
calo_0418,cca_0041,ccm_0134,per_0019,7859881,USD,PAID
calo_0419,cca_0042,ccm_0011,trs_0003,1000923,USD,PAID
calo_0420,cca_0042,ccm_0036,cmp_0035,2087650,USD,PAID
calo_0421,cca_0042,ccm_0039,per_0011,138059,USD,PAID
calo_0422,cca_0042,ccm_0041,per_0017,950863,USD,PAID
calo_0423,cca_0042,ccm_0056,per_0001,8273212,USD,PAID
calo_0424,cca_0042,ccm_0072,per_0028,2385855,USD,PAID
calo_0425,cca_0042,ccm_0084,per_0053,5025715,USD,DUE
calo_0426,cca_0042,ccm_0092,cmp_0018,105581,USD,PAID
calo_0427,cca_0042,ccm_0122,trs_0011,27513326,USD,PAID
calo_0428,cca_0042,ccm_0136,per_0035,19717963,USD,LATE
calo_0429,cca_0043,ccm_0012,per_0069,296873,USD,DUE
calo_0430,cca_0043,ccm_0021,per_0009,8456935,USD,PAID
calo_0431,cca_0043,ccm_0039,per_0011,61644,USD,DUE
calo_0432,cca_0043,ccm_0041,per_0017,429864,USD,DUE
calo_0433,cca_0043,ccm_0083,per_0040,579305,USD,DUE
calo_0434,cca_0043,ccm_0084,per_0053,5844642,USD,PAID
calo_0435,cca_0043,ccm_0092,cmp_0018,179275,USD,PAID
calo_0436,cca_0043,ccm_0099,per_0084,4459377,USD,PAID
calo_0437,cca_0043,ccm_0122,trs_0011,26026653,USD,LATE
calo_0438,cca_0043,ccm_0149,per_0063,505285,USD,PAID
calo_0439,cca_0044,ccm_0019,per_0089,109475,USD,PAID
calo_0440,cca_0044,ccm_0028,per_0086,1224003,USD,LATE
calo_0441,cca_0044,ccm_0036,cmp_0035,3693401,USD,PAID
calo_0442,cca_0044,ccm_0041,per_0017,1062186,USD,PAID
calo_0443,cca_0044,ccm_0049,per_0085,670462,USD,DUE
calo_0444,cca_0044,ccm_0051,per_0072,133629,USD,PAID
calo_0445,cca_0044,ccm_0056,per_0001,4688992,USD,PAID
calo_0446,cca_0044,ccm_0072,per_0028,582512,USD,PAID
calo_0447,cca_0044,ccm_0083,per_0040,412840,USD,LATE
calo_0448,cca_0044,ccm_0099,per_0084,3917741,USD,PAID
calo_0449,cca_0044,ccm_0122,trs_0011,19321985,USD,DUE
calo_0450,cca_0044,ccm_0127,per_0050,284915,USD,LATE
calo_0451,cca_0044,ccm_0129,per_0020,6493069,USD,PAID
calo_0452,cca_0044,ccm_0136,per_0035,26777696,USD,PAID
